"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1991",27.7218154779186,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1992",26.1995909743581,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1993",26.169094098981,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1994",25.4561344070509,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1995",25.3402262814921,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1996",27.2591040290769,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1997",28.8029131796296,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1998",26.590476609471,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","1999",27.918282977739,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2000",26.3546243250795,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2001",24.4603615705288,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2002",25.1161855318525,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2003",25.8117113804711,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2004",28.5666444410253,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2005",27.0612678786849,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2006",26.9251671242306,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2007",24.0976155214718,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2008",23.3010625311296,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2009",23.4324233283259,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2010",25.3004857895539,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2011",23.2827702747972,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2012",22.4272426868263,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2013",23.7283312014827,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2014",22.5623087650667,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2015",19.6992156542418,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2016",22.0510261838141,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2017",20.9393685421384,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2018",20.4833254596177,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2019",20.1977784434989,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2020",20.2274657594685,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2021",20.1303356450519,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2022",19.9513946757099,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2023",19.8268328772445,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2024",19.6692838597189,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2025",19.5406445836845,
"AUS","MEATCONSUMP","BEEF","KG_CAP","A","2026",19.4012666179881,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1991",14.3964762598799,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1992",15.1292467203512,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1993",14.8706765266911,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1994",15.5966906071944,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1995",15.5047171324105,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1996",14.4595201825056,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1997",14.7153330040867,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1998",15.1659320798485,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","1999",15.0694735328876,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2000",15.2064536327073,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2001",15.2075906210269,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2002",15.9630117290399,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2003",17.4145578428047,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2004",17.7025989334754,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2005",18.6201897043752,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2006",17.9589995616859,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2007",19.6800699229389,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2008",19.2820737023094,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2009",19.8693227729576,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2010",20.1572013805256,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2011",19.6201728664656,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2012",20.5293338082066,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2013",19.9870804231888,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2014",19.9871331979503,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2015",21.736934480255,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2016",20.4955304652877,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2017",20.6663981381898,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2018",20.6483087416526,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2019",20.6725333424887,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2020",20.7237889821808,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2021",20.7731046595717,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2022",20.7951469523552,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2023",20.8458252577847,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2024",20.881856608946,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2025",20.9332448603077,
"AUS","MEATCONSUMP","PIG","KG_CAP","A","2026",20.9951503255638,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1990",21.7675783756663,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1991",22.056736165646,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1992",22.0721180665018,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1993",23.2513771840436,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1994",23.9933058269325,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1995",23.5784978740144,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1996",24.0235582114973,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1997",25.2469211075845,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1998",27.1706999236471,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","1999",27.4507813454279,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2000",29.1924923111127,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2001",28.7735459721977,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2002",31.9491876721711,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2003",30.8674012252692,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2004",32.315503555257,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2005",33.5805832575477,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2006",35.0500645206876,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2007",34.6704840016535,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2008",33.2014174945583,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2009",33.5478125013034,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2010",37.6306664596537,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2011",39.4917752962188,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2012",40.3056216608562,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2013",40.1344757478632,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2014",40.8019174956872,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2015",41.2326136279598,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2016",43.58735929876,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2017",44.4678357462774,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2018",45.1458924592961,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2019",45.5329415212661,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2020",45.7468517415389,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2021",45.8170245228694,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2022",45.9749852692064,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2023",46.0737515445666,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2024",46.2081695693071,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2025",46.3064188171761,
"AUS","MEATCONSUMP","POULTRY","KG_CAP","A","2026",46.3379156239055,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1990",18.8617762791538,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1991",19.2623854799814,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1992",17.8215938571774,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1993",17.3567573636176,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1994",18.36657075326,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1995",15.0054552243366,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1996",14.6911265391951,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1997",14.9601957593084,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1998",15.3753393687108,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","1999",15.1543611469569,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2000",16.2687688577284,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2001",14.8889635483646,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2002",13.6993296240491,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2003",12.0844804099466,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2004",11.9209520531886,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2005",11.9354691286626,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2006",12.3222789808984,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2007",12.5508735243397,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2008",10.9723322610189,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2009",10.3241440077094,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2010",8.96986144787034,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2011",8.04446178317268,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2012",8.72010501467677,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2013",8.71690116458266,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2014",8.107499585507,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2015",9.33154287415808,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2016",8.55036538777498,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2017",8.53792953822503,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2018",8.72152694508446,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2019",8.70367891742115,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2020",8.67055981573212,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2021",8.6433692827049,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2022",8.60674872663143,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2023",8.57506829497304,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2024",8.54705648817629,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2025",8.52549527123452,
"AUS","MEATCONSUMP","SHEEP","KG_CAP","A","2026",8.57996534914565,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1990",24.8920919485049,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1991",24.3467379393421,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1992",23.7214757801967,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1993",22.6992361925895,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1994",23.1178133180704,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1995",23.2012324588172,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1996",22.9445473738053,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1997",23.006825461888,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1998",23.2836806772354,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","1999",23.707786953255,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2000",23.3240590982259,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2001",22.4189050981461,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2002",22.3359186862219,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2003",23.5741556059541,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2004",22.6374091430503,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2005",21.9314675944915,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2006",21.6617471991267,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2007",22.1109311181384,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2008",21.4568986502996,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2009",20.4335796132578,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2010",20.2036132208554,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2011",19.7138803715546,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2012",19.8217058030981,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2013",19.5716168004689,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2014",18.1137871165543,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2015",16.6801934244329,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2016",17.3691334731124,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2017",18.3583398733671,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2018",18.2022118041594,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2019",18.2968239247543,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2020",18.4955702762077,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2021",18.4539078484063,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2022",18.4269183114361,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2023",18.4459267871112,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2024",18.3896574024951,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2025",18.2930486617945,
"CAN","MEATCONSUMP","BEEF","KG_CAP","A","2026",18.0043395321845,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1990",20.5064665300675,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1991",20.2755547902267,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1992",22.240329115175,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1993",21.6483299124181,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1994",22.2636543982095,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1995",21.7925766459048,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1996",20.3856814069382,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1997",19.9486781400559,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1998",22.5027795517872,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","1999",23.5776018158451,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2000",22.4936532435791,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2001",22.7233920542459,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2002",21.8744517966496,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2003",19.7431881342397,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2004",20.937674486918,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2005",18.0959292551946,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2006",18.3994878361076,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2007",19.6639146329354,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2008",18.6865880236629,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2009",18.4814362851039,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2010",17.2949026543351,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2011",16.76719295314,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2012",17.4615949953871,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2013",16.3748170199257,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2014",16.1727545172582,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2015",17.7355301806818,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2016",16.9470530691516,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2017",15.8567999483371,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2018",15.40090818644,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2019",16.7340623212075,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2020",16.4922235058749,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2021",15.9939401102189,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2022",15.2914185960059,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2023",15.5600413458312,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2024",16.4078749385883,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2025",16.1783559230783,
"CAN","MEATCONSUMP","PIG","KG_CAP","A","2026",16.1930466833926,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1990",25.8652072919092,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1991",25.8316915102258,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1992",25.858203898498,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1993",26.3986837242779,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1994",28.0336919712088,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1995",27.7885708817065,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1996",27.6160839975679,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1997",28.0483056863137,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1998",28.6064353971657,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","1999",29.8000187243904,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2000",31.2164747442528,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2001",32.325028808044,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2002",32.6151179926013,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2003",32.7512909635542,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2004",32.9191888662222,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2005",33.1291682535644,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2006",33.4615715174272,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2007",33.5926310480402,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2008",33.7575960331929,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2009",33.2510519842927,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2010",32.8554020367331,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2011",31.8288952875273,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2012",31.5427592006661,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2013",31.8845174928916,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2014",32.6861442630593,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2015",34.106557868078,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2016",34.8168021819937,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2017",34.8912647565798,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2018",34.6685498542252,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2019",34.7592211080756,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2020",34.7376991878375,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2021",34.7937556058366,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2022",34.8637125873126,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2023",35.0513289514341,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2024",35.2632165193656,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2025",35.3962858713396,
"CAN","MEATCONSUMP","POULTRY","KG_CAP","A","2026",35.5212342511111,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1990",0.730405560753137,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1991",0.764272222611312,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1992",0.741148210491255,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1993",0.752332883591848,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1994",0.723221435143311,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1995",0.713323288558247,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1996",0.664067854254909,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1997",0.65194804394831,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1998",0.730094275868209,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","1999",0.75386709943151,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2000",0.829785697648774,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2001",0.911196365023731,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2002",0.910415470543047,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2003",0.95250775930177,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2004",0.973777594505922,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2005",0.982951161869516,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2006",1.06642344728395,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2007",1.07097524352095,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2008",1.02472012923439,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2009",1.01334183434821,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2010",0.954364264636412,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2011",0.93254749542064,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2012",0.848751630105078,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2013",0.879485147745943,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2014",0.924069666247637,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2015",0.909873857005886,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2016",0.93011565497113,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2017",0.885564286033079,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2018",0.881422108383706,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2019",0.882453620522278,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2020",0.875018355836562,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2021",0.868279756934132,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2022",0.861160194675817,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2023",0.854857955865856,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2024",0.848435413889684,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2025",0.854434505169808,
"CAN","MEATCONSUMP","SHEEP","KG_CAP","A","2026",0.852247194205182,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1990",6.1110353324357,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1991",6.51705486065503,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1992",6.76624358216465,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1993",7.40640698481646,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1994",8.12908970529667,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1995",8.53552209270151,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1996",8.0840600936175,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1997",8.19163302689847,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1998",8.3074150376937,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","1999",8.29381567973808,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2000",8.74220936213065,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2001",7.12696172357318,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2002",7.22116027397778,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2003",7.06456339895477,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2004",7.04078494392668,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2005",6.30051071378446,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2006",6.25016674981087,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2007",6.44241810109018,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2008",6.44680991439541,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2009",6.55364069877195,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2010",6.77111483412453,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2011",6.78802604891522,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2012",6.7988612324694,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2013",6.79734098282693,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2014",6.76135453251765,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2015",6.56499286766079,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2016",6.59765803217517,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2017",6.61749453885892,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2018",6.65665150325704,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2019",6.65726819536328,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2020",6.67865788802549,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2021",6.70144762485855,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2022",6.72546800965366,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2023",6.75303070202773,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2024",6.77839856095453,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2025",6.80825444184662,
"JPN","MEATCONSUMP","BEEF","KG_CAP","A","2026",6.84487541340819,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1990",13.2190059726847,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1991",13.2392669817282,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1992",13.2333121447742,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1993",13.1143795239858,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1994",13.1801621322498,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1995",13.2263491649973,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1996",13.8801568062833,
"JPN","MEATCONSUMP","PIG","KG_CAP","A","1997",12.8802403550712,
